slug,title,purpose,categories,source_url,secretariat,website,registered_contact_name,date_of_most_recent_agm
new-towns,All-Party Parliamentary Group on New Towns,"To celebrate the UK’s New Towns, identify common challenges and make the case for investment and sustainable growth. This APPG will examine how to best support the needs of the 2.8 million people already living in new towns and consider the needs of the residents of the future. Learning the lessons from past new towns in championing and supporting the creation of more new towns.","Housing, Planning & Built Environment",https://publications.parliament.uk/pa/cm/cmallparty/260223/new-towns.htm,Town and Country Planning Association acts as the group's secretariat.https://www.tcpa.org.uk/,https://www.tcpa.org.uk/resources/all-party-parliamentary-group-on-new-towns/,Andrew Lewin MP,2025-12-03 00:00:00
nigeria,All-Party Parliamentary Group on Nigeria,To develop knowledge of Nigeria in the UK Parliament and help to foster positive relations between the two countries.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/nigeria.htm,,None,Kate Osamor MP,2025-04-23 00:00:00
night-time-economy,All-Party Parliamentary Group for the Night Time Economy,"To provide a cross-party voice to champion nightlife’s cultural and economic importance. To promote policy opportunities and solutions, working in partnership with cross-sector stakeholders. To support and unlock equitable growth through the Night Time Economy (NTE). To protect and support NTE spaces and ecosystems from immediate threats.","Economy, Business & Industry|Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/night-time-economy.htm,Night Time Industries Association acts as the group's secretariat.https://www.ntia.co.uk/,https://ntia.co.uk/night-time-economy-appg-members/,Mr Paul Kohler MP,2025-01-21 00:00:00
nordic-countries,All-Party Parliamentary Group on Nordic Countries,"To develop, maintain, and promote relations between Britain and Nordic countries, their parliaments and people.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/nordic-countries.htm,,None,Dr Ben Spencer MP,2024-11-26 00:00:00
north-east,North East All-Party Parliamentary Group,"To provide a strong and united voice for the North East in Westminster, gathering political and business leaders to build consensus and drive investment and growth for the benefit of communities throughout the North East region.","Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/north-east.htm,Stephenson-Mohl Group acts as the group's secretariat.https://www.stephenson-mohl.co.uk/,https://northeastappg.org/,Kate Osborne MP,2026-01-20 00:00:00
north-korea,All-Party Parliamentary Group on North Korea,"To develop solutions that promote and support human rights, including religious freedom, humanitarian needs, democracy and challenges to international security posed by the Democratic People's Republic of North Korea (DPRK). The APPG seeks to build relationships with the North Korean exile community to foster a deeper understanding of the difficulties facing the people of North Korea and to explore meaningful engagements between the parliaments of the UK and the DPRK.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/north-korea.htm,,None,Sir Iain Duncan Smith MP,2025-10-21 00:00:00
north-macedonia,All-Party Parliamentary Group on North Macedonia,To foster deeper links between the people of the UK and the Republic of North Macedonia and to work constructively on areas of mutual interest.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/north-macedonia.htm,Christopher Grozdoski acts as the group's secretariat.,https://appgnorthmacedonia.com/,Graeme Downie MP,2025-04-30 00:00:00
northern-culture,Northern Culture All-Party Parliamentary Group,"The APPG champions the huge economic contribution made by the North’s cultural sector, providing a united voice on pan-northern cultural priorities in order to shape and influence future government decision-making and promoting the need for investment in the North’s strong cultural talent pipeline and heritage.","Arts, Culture, Heritage & Media|Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/northern-culture.htm,Devo Agency acts as the group's secretariat.https://www.devoagency.co.uk,https://curiousminds.org.uk/northern-culture-appg/,Patrick Hurley MP,2026-01-27 00:00:00
nuclear-energy,All-Party Parliamentary Group on Nuclear Energy,"To explore the opportunities and challenges currently facing the civil nuclear sector to better understand, support and call for further development of new nuclear across the UK on a cross-party basis.",Energy & Utilities,https://publications.parliament.uk/pa/cm/cmallparty/260223/nuclear-energy.htm,Nuclear Industry Association acts as the group's secretariat.https://www.niauk.org/,https://sites.google.com/tusne.org/nuclearenergyappg/,Charlotte Nichols MP,2025-11-25 00:00:00
nutrition-for-development,All-Party Parliamentary Group on Nutrition for Development,"To raise the profile of global malnutrition in Parliament and champion solutions to end it, to strengthen cross-party parliamentary support for UK investment in nutrition and food security, and to support and challenge the UK government to maintain their leadership on global nutrition and food security.","International Affairs, Development & Trade|Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/nutrition-for-development.htm,United Against Malnutrition and Hunger acts as the group's secretariat.https://uamh.uk/,https://appg-n4dev.org.uk/,David Mundell MP,2026-01-21 00:00:00
obesity,All-Party Parliamentary Group on Obesity,To generate a public policy environment where obesity is recognised and prioritised; hold government to account for the delivery of an obesity strategy; call for joined up commissioning that addresses obesity and delivers value for money; and use parliamentary means to provide focus across key elements of the pathway.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/obesity.htm,Healthcomms Consulting Ltd acts as the group's secretariat.https://www.healthcommsconsulting.co.uk/,https://obesityappg.com/,Mary Glindon MP,2025-10-22 00:00:00
obstructive-sleep-apnoea,All-Party Parliamentary Group on Obstructive Sleep Apnoea,To raise awareness of Obstructive Sleep Apnoea and its treatment.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/obstructive-sleep-apnoea.htm,,None,Jas Athwal MP,2026-01-28 00:00:00
occupational-safety-and-health,All-Party Parliamentary Group on Occupational Safety and Health,"The APPG holds meetings, receptions and events to discuss contemporary risks and hazards in the modern workplace. We publish reports and recommendations, and regularly hear from experts on a range of issues including asbestos, fire safety, occupational stress, and regulation.","Health, Medicine & Public Health|Justice, Law & Security",https://publications.parliament.uk/pa/cm/cmallparty/260112/occupational-safety-and-health.htm,Trades Union Congress acts as the group's secretariat.https://www.tuc.org.uk/,http://www.appgosh.org/,Ian Lavery MP,2024-10-14 00:00:00
ocean,All-Party Parliamentary Group for the Ocean,"To provide a collective space where all parliamentarians can support and promote ocean research and awareness, to develop greater understanding of the ocean and its role in tackling challenges such as climate change, and to debate wider ocean issues.","Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/ocean.htm,Tendo Consulting acts as the group's secretariat.https://www.tendoconsulting.co.uk/,https://www.oceanappg.org/,Sarah Champion MP,2025-11-05 00:00:00
oman,All-Party Parliamentary Group on Oman,"To strengthen and sustain economic, social, and cultural ties between the United Kingdom and Oman.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/oman.htm,,None,Tahir Ali MP,2026-02-03 00:00:00
open-banking-and-payments,All-Party Parliamentary Group on Open Banking and Payments,"To support the continued development of open banking, payments, open finance and smart data solutions in the new Parliament.","Finance, Markets & Consumer Affairs",https://publications.parliament.uk/pa/cm/cmallparty/250909/open-banking-and-payments.htm,Stewart Public Affairs Ltd acts as the group's secretariat.,None,David Burton-Sampson MP,2024-10-15 00:00:00
open-finance-and-payments,All-Party Parliamentary Group on Open Finance and Payments,"To support the continued development of open banking, payments, open finance and smart data solutions in the new Parliament.","Finance, Markets & Consumer Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/open-finance-and-payments.htm,Stewart Public Affairs Ltd acts as the group's secretariat.,None,David Burton-Sampson MP,2025-11-24 00:00:00
opera,Opera All-Party Parliamentary Group,To provide a focal point for MPs and peers with an interest in opera; to further the appreciation of opera for all ages; and to provide a link between this art form and parliament.,"Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/opera.htm,,None,Bambos Charalambous MP,2025-10-22 00:00:00
osteoporosis-and-bone-health,All-Party Parliamentary Group on Osteoporosis and Bone Health,To raise awareness of osteoporosis amongst parliamentarians and to influence legislation and policy makers to improve the lives of people living with the condition. The APPG will consider how to promote behavioural change and systems changes so people of all ages can strengthen their bones and prevent osteoporosis.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/osteoporosis-and-bone-health.htm,Royal Osteoporosis Society acts as the group's secretariat.https://theros.org.uk/,https://theros.org.uk/how-you-can-help/get-involved/campaign-with-us/all-party-parliamentary-group-on-osteoporosis/,Sonia Kumar MP,2024-11-12 00:00:00
